,Sentiment,tokenized
635,1,"['یونس', 'خان', 'آسٹریلیا', 'کے', 'خلاف', 'ایک', 'ٹیسٹ', 'میں', 'دو', 'سنچریاں', 'سکور', 'کرنیوالے', 'چالیس', 'سال', 'میں', 'پہلے', 'کھلاڑی', 'بن', 'گئے']"
636,1,"['سانحہ', 'ہزارہ', 'کے', 'ملزموں', 'کو', 'جلد', 'از', 'جلد', 'گرفتار', 'کیا', 'جائے', 'گا', 'عبدالمالک', 'بلوچ']"
637,0,"['حضرت', 'عمر', 'اکثر', 'کہا', 'کرتے', 'تھے', 'اے', 'عمر', 'تجھے', 'تو', 'اونٹ', 'چلانے', 'نہ', 'آتے', 'تھے', 'آج', 'اسلام', 'نے', 'تجھے', 'کہاں', 'پہنچا', 'دیا']"
638,1,"['میں', 'سوت', 'کے', 'دھاگے', 'کی', 'طرح', 'ٹوٹ', 'گیا', 'تھاوہ', 'چرخہ', 'گھمائے', 'گی', 'تو', 'کچھ', 'یاد', 'کرے', 'گی']"
639,1,"['اور', 'ویسے', 'بھی', 'بیمارکا', 'علا', 'ج', 'کیا', 'جاتاھے', 'مردے', 'کانھیں', 'نورے', 'اور', 'زرداری', 'کا', 'علاج', 'نھیں', 'ھو', 'سکتا', 'کیونکہ', 'یہ', 'مر', 'چکے', 'ھیں', 'تدفین', 'باقی', 'ھے', 'ان', 'کی']"
640,1,"['پشاور', 'یونیورسٹی', 'روڈ', 'پر', 'السیدپلازہ', 'کے', 'قریب', 'دھماکا']"
641,0,"['مولانا', 'صاحب', 'آپ', 'کی', 'عزت', 'لوگ', 'آپ', 'کے', 'والد', 'صاحب', 'کی', 'وجہ', 'سے', 'کرتے', 'ہیں', 'کل', 'آپ', 'کے', 'مدرسوں', 'پر', 'بھی', 'کئی', 'سوالات', 'اٹھ', 'سکتے', 'ہیں']"
642,1,"['وہ', 'رفاقتیں', 'نہیں', 'بھولے', 'کہ', 'تیرے', 'بغیر', 'ایک', 'لمحہ', 'بھی', 'بہت', 'سوگوار', 'ھوتا', 'تھا']"
643,1,"['اب', 'سمجھ', 'آرہی', 'ہے', 'انہی', 'مولویوں', 'کو', 'نبی', 'کریمﷺ', 'کے', 'وارث', 'سمجھتے', 'تھے', 'آپ', 'لوگآی', 'عقل', 'ٹھکانے']"
644,1,"['سعودی', 'عرب', 'القاعدہ', 'کی', 'حمایت', 'پر', 'خواتین', 'کو', 'سزائیں']"
645,0,"['محترم', 'محترمہ', 'خوش', 'آمدید', 'ویلکمجی', 'آیاں', 'نوں', 'فالو', 'یو', 'بیک', 'ایز', 'ریٹرن', 'محبت']"
646,0,"['آپ', 'کا', 'اسم', 'گرامی', 'عمر', 'لقب', 'فاروق', 'اور', 'کنیت', 'ابو', 'حفص', 'ہے', 'سیدنا', 'عمر', 'کا', 'نسب', 'مبارک', 'نویں', 'پشت', 'پر', 'سیدنا', 'محمد', 'ﷺ', 'سے', 'جا', 'ملتا', 'ہے', 'سیدنا', 'عمر']"
647,1,"['پارلیمنٹ', 'صوبائی', 'اسمبلیاں', 'وفاقی', 'اور', 'صوبائی', 'حکومتیں', 'عوام', 'کی', 'پریشانیوں', 'اور', 'معاشرے', 'کی', 'بدترین', 'ٹوٹ', 'پھوٹ', 'سے', 'بے', 'خبر', 'ہیں']"
648,0,"['اکتوبر', 'کو', 'گجرات', 'جلسہ', 'میں', 'حلقہ', 'کی', 'عوام', 'بھرپور', 'شرکت', 'کریں', 'چوہدری', 'زبیر', 'احمد', 'ٹانڈہ']"
649,0,"['آپ', 'کی', 'بات', 'ٹھیک', 'ہو', 'سکتی', 'ہے', 'کیونکہ', 'یہ', 'تو', 'کوی', 'خاتون', 'ہی', 'صحیح', 'حقیقت', 'حال', 'واضح', 'کر', 'سکتی', 'ہے', 'شکریہ']"
650,1,"['میں', 'نے', 'پوچھا', 'کہ', 'زندگی', 'کیا', 'ہے', 'ہنس', 'دئیے', 'پھول', 'رو', 'پڑی', 'شبنم']"
651,0,"['نئی', 'نظریاتی', 'ونگ', 'کا', 'سہرا', 'اسی', 'کو', 'جاتا', 'ہے', 'آزادی', 'مارچ', 'نے', 'کامیابی', 'سے', 'نظریاتی']"
652,1,"['لاہورشہرمیں', 'مردہ', 'جانوروں', 'کے', 'گوشت', 'کی', 'فروخت', 'کا', 'انکشاف', 'فروخت', 'ہونیوالےگوشت', 'میں', 'مردہ', 'گھوڑے', 'اورگدھے', 'کا', 'گوشت', 'بھی', 'شامل']"
653,1,"['لاہور', 'پیپر', 'ری', 'چیکننگ', 'کی', 'چار', 'ہزار', 'پانچ', 'سو', 'درخواستیں', 'موصول', 'ہوئے', 'ہیں', 'لاہور', 'بورڈ']"
654,1,"['اور', 'اگر', 'پی', 'ٹی', 'آئ', 'نے', 'کہا', 'کہ', 'الیکشن', 'ضمنی', 'نہیں', 'ھونے', 'دینے', 'تو', 'پانچ', 'فی', 'صد', 'ٹرن', 'آوٹ', 'ھوگا', 'اور', 'یا', 'نہیں', 'ھونگے']"
655,1,"['ڈرتا', 'ہوں', 'دیکھ', 'کر', 'دل', 'بے', 'آرزو', 'کو', 'میں', 'سنسان', 'گھر', 'یہ', 'کیوں', 'نہ', 'ہومہمان', 'تو']"
656,0,"['دیکہی', 'ہیں', 'جب', 'سے', 'ہم', 'نے', 'نذریں', 'اتاریاں', 'ہیں', 'سارے', 'جہاں', 'سے', 'اچہی', 'آنکہیں', 'تمہاریاں', 'ہیں']"
657,0,"['راولپنڈیفتح', 'جنگ', 'کے', 'قریب', 'مسافروین', 'کی', 'ٹینکر', 'سے', 'ٹکر', 'دو', 'بچے', 'جاں', 'بحقدس', 'افراد', 'زخمی', 'زخمیوں', 'میں', 'چار', 'خواتین', 'بھی', 'شامل', 'زخمی', 'تحصیل', 'ہیڈ', 'کوارٹر', 'اسپتال', 'منتقل']"
658,1,"['لاہور', 'جاں', 'بحق', 'ہونے', 'والے', 'رانا', 'اشرف', 'کے', 'ورثاء', 'نے', 'لاش', 'سڑک', 'پر', 'رکھ', 'کر', 'احتجاج', 'کرنا', 'شروع', 'کردیا']"
659,1,"['اللہ', 'جانے', 'وے', 'ماہی', 'تیرا', 'پیار', 'کی', 'اے', 'دل', 'دی', 'اوداسی', 'نی', 'جاندی']"
660,0,"['کراچی', 'گیارہویں', 'آرٹس', 'ریگولر', 'و', 'پرائیویٹ', 'کے', 'نتائج', 'کا', 'اعلان']"
661,1,"['ڈیزل', 'ڈیزل', 'کپتان', 'ڈیزل']"
662,1,"['یہ', 'دن', 'بھی', 'آنے', 'تھے', 'خچروں', 'کو', 'ہیروں', 'کے', 'درمیاں', 'لا', 'کھڑا', 'کیا', 'جاوے', 'گا']"
663,0,"['پاکستان', 'آسٹریلیا', 'ٹیسٹ', 'سیریز', 'سے', 'قبل', 'بین', 'الاقوامی', 'کرکٹ', 'کونسل', 'نے', 'ٹیسٹ', 'رینکنگ', 'جاری', 'کردی', 'ہے']"
664,0,"['جادو', 'بہری', 'آنکھوں', 'والی', 'سنو', 'تم', 'ایسے', 'مجھے', 'دیکھا', 'نہ', 'کرو']"
665,1,"['تنگ', 'آ', 'چکے', 'ہیں', 'کشمکش', 'زندگی', 'سے', 'ہمٹھکرا', 'نہ', 'دیں', 'جہاں', 'کو', 'کہیں', 'بے', 'دلی', 'سے', 'ہم']"
666,1,"['سال', 'کی', 'عمر', 'میں', 'بھٹو', 'پہلی', 'مرطبہ', 'منظر', 'عام', 'پر', 'آیا', 'جنرل', 'ایوب', 'خان', 'کی', 'حکومت', 'کا', 'وزیر', 'پٹرولیم', 'بن', 'کے', 'یعنی', 'اپنی', 'محنت', 'سے', 'نہیں']"
667,1,"['پاکستان', 'میں', 'تشدد', 'پسندیبے', 'حسی', 'اور', 'دوسروں', 'کو', 'تکلیف', 'میں', 'دیکھ', 'کر', 'خوش', 'ہونے', 'کے', 'رجحان', 'جیسی', 'بیماریوں', 'میں', 'اضافہ', 'ھو', 'رھا', 'ہے', 'افسوس', 'یہاں', 'انسان', 'نہیں', 'رہتے']"
668,1,"['وہ', 'میری', 'آخری', 'سرحد', 'ہو', 'جیسے', 'سوچ', 'جاتی', 'ہی', 'نہیں', 'اب', 'اس', 'سے', 'آگے']"
669,1,"['غازی', 'تربیلہ', 'اسکول', 'میں', 'بجلی', 'کا', 'تار', 'گرگیا', 'طلبہ', 'جھلس', 'کرزخمی']"
670,1,"['مضبوط', 'کرپٹ', 'مافیا', 'کا', 'کون', 'کیا', 'بگاڑ', 'سکتا', 'ہے', 'بس', 'اللہ', 'ہی', 'اس', 'ملک', 'اور', 'عوام', 'پہ', 'اپنا', 'رحم', 'فرمائے', 'آمین']"
671,1,"['چیچہ', 'وطنی', 'حکام', 'کی', 'عدم', 'توجہی', 'امراض', 'قلب', 'یونٹ', 'میں', 'تالے', 'پڑ', 'گئے']"
672,1,"['خواب', 'ہوتے', 'ہیں', 'دیکھنے', 'کے', 'لئے', 'ان', 'میں', 'جا', 'کر', 'مگر', 'رہا', 'نہ', 'کرومنیر', 'نیازی']"
673,0,"['عالم', 'پناہ', 'نے', 'جان', 'نہیں', 'لی', 'شکر', 'نہیں', 'کرتے']"
674,0,"['یونس', 'خان', 'کی', 'ریکارڈ', 'ساز', 'سنچری', 'کے', 'بعد', 'آسٹریلیا', 'کو', 'دبئی', 'ٹیسٹ', 'جیتنے', 'کے', 'لیے', 'رنز', 'کا', 'ہدف', 'درکار']"
675,1,"['توکیاوہ', 'ہم', 'کوہرجرم', 'کی', 'سزا', 'دے', 'گاپھراپنے', 'رحم', 'و', 'کرم', 'کا', 'ثبوت', 'کیا', 'دے', 'گامیں', 'روز', 'حشر', 'کا', 'قائل', 'ھوں', 'پھر', 'بھی', 'ہنستا', 'ھوں', 'کہ', 'بندہ', 'خدا', 'کو', 'حساب', 'کیا', 'دے', 'گا']"
676,1,"['سالا', 'چار', 'اوورز', 'تک', 'کوئی', 'وکٹ', 'نہ', 'گرے', 'تو', 'میچ', 'بورنگ', 'بورنگ', 'لگنا', 'شروع', 'ہو', 'جاتا', 'ہے']"
677,1,"['مقامی', 'سیشن', 'کورٹ', 'نے', 'نواز', 'گھمن', 'سکنہ', 'ڈھک']"
678,1,"['ایم', 'کیو', 'ایم', 'کا', 'سندھ', 'حکومت', 'اور', 'آزاد', 'کشمیر', 'حکومت', 'سے', 'علیدگی', 'کا', 'علان', 'فاروق', 'ستار']"
679,1,"['ٹریفک', 'کے', 'بہاؤ', 'میں', 'خلل', 'پیدا', 'کرنے', 'پر', 'انسٹھ', 'تجاوزات', 'قائم', 'کرنے', 'پر', 'سات', 'مقدمات', 'درج', 'کرائے']"
680,1,"['ایدھی', 'سنٹر', 'میں', 'ڈاکے', 'کا', 'مرکزی', 'ملزم', 'سابق', 'ملازم', 'نکلا']"
681,1,"['اسکا', 'کوئی', 'حل', 'نہیں']"
682,0,"['ھاھاھاھا', 'اب', 'میں', 'سمجھاوش', 'یو', 'گڈ', 'لک', 'یور', 'فریڈم']"
683,1,"['حضرت', 'ڈی', 'جے', 'بٹ', 'لبے', 'بالاں', 'والی', 'سرکار', 'کا', 'مقبرھ', 'بھی', 'ادھر', 'ہی', 'بنے', 'گا']"
684,0,"['کتنے', 'خوش', 'نصیب', 'ہیں', 'وہ', 'لوگ', 'جنہیں', 'اللہ', 'رب', 'کائنات', 'نے', 'ماہ', 'محرم', 'میں', 'نواسہ', 'رسول', 'امام', 'حسین', 'علیہ', 'السلام', 'کا', 'ذکر', 'کرنے', 'ذکر', 'سننے', 'کے', 'لئے', 'چن', 'لیا']"
685,0,"['اے', 'اللہ', 'اس', 'ملک', 'کے', 'محسن', 'عمران', 'خان', 'کو', 'کامیابی', 'عطا', 'فرما', 'اسے', 'کبہی', 'اپنے', 'مخلوق', 'کے', 'سامنے', 'نہ', 'جہکاہمیں', 'اسکا', 'ساتھ', 'دینے', 'کی', 'توفیق', 'عطافرما']"
686,1,"['رقص', 'کرنا', 'ہے', 'تو', 'پھر', 'پاؤں', 'کی', 'زنجیر', 'نہ', 'دیکھشاہ']"
687,0,"['لاہور', 'وزیر', 'اعلی', 'نوٹس', 'لے', 'کر', 'داد', 'رسی', 'کریں', 'مظاہرین']"
688,1,"['طاہر', 'القادری', 'صاحب', 'ہاشمی', 'کی', 'طرح', 'بے', 'بنیاد', 'انکشافات', 'کب', 'شروع', 'کریں', 'گے']"
689,1,"['جدو', 'جہد', 'جہاں', 'نہ', 'ھو', 'وہاں', 'مقدرات', 'حکومت', 'کرتے', 'ھیں', 'فرمان', 'خلیفہ']"
690,1,"['پیتل', 'کی', 'بالیوں', 'میں', 'بیٹی', 'بیاھ', 'دی', 'اس', 'نے', 'باپ', 'کام', 'کرتا', 'تھا', 'سونے', 'کی', 'کان', 'میں']"
691,1,"['تمہیں', 'انقلاب', 'کا', 'واسطہ', 'میرے', 'چھوٹے', 'چھوٹے', 'دھرنے', 'ہیں', 'چندے', 'سے', 'انقلاب']"
692,1,"['حاضرین', 'یاسین', 'ملک', 'کی', 'یادوں', 'میں', 'کھو', 'کرآبدیدہ', 'ہو', 'گئے']"
693,1,"['بڑے', 'مقصد', 'کے', 'لیے', 'چھوٹی', 'موٹی', 'ڈیزل', 'چوری', 'جائز', 'ہوتی', 'ہے']"
694,0,"['سب', 'سے', 'بڑی', 'بات', 'یہ', 'ھے', 'کہ', 'کے', 'پی', 'کے', 'میں', 'صرف', 'پی', 'ٹی', 'آئ', 'جیتے', 'گی', 'یہ', 'مجھ', 'سے', 'لکھوا', 'لیں', 'لوگ', 'کیا', 'کہتے', 'ھیں', 'حجروں', 'اور', 'گھروں', 'میں', 'وہ', 'ھم', 'سنتے', 'ھیں']"
695,1,"['اگر', 'کراچی', 'اور', 'حیدرآباد', 'میں', 'ایم', 'کیو', 'ایم', 'مظبوط', 'ہے', 'تو', 'اسکی', 'سب', 'سے', 'بڑی', 'وجہ', 'پیپلز', 'پارٹی', 'کی', 'بیڈ', 'گورننس', 'اور', 'اربن', 'سندھ', 'کو', 'نظر', 'انداز', 'کرنا', 'ہے']"
696,1,"['یہ', 'دور', 'جاہلیت', 'کے', 'ابو', 'جہل', 'ہیں', 'انکا', 'اصلاح', 'سے', 'کیا', 'واسطہ', 'انکو', 'سرداری', 'عزیز', 'ہے']"
697,0,"['گھنٹے', 'بجلی', 'آنے', 'والی', 'ہے']"
698,1,"['حلقہ', 'بندیوں', 'سے', 'پہلے', 'الیکشن', 'کمیشن', 'کے', 'موجودہ', 'ممبران', 'مستعفی', 'ہوجائیں', 'اگر', 'نہ', 'ہوئے', 'تو', 'ان', 'کا', 'گھیراؤ', 'بھی', 'کیا', 'جاسکتا', 'ہے']"
699,0,"['کراچی', 'ہم', 'نے', 'پہلے', 'پاکستان', 'بنایا', 'اور', 'پھر', 'پاکستان', 'ہجرت', 'کی', 'خواجہ', 'اظہار', 'الحسن']"
700,1,"['میں', 'نے', 'تورات', 'ھی', 'بتادیا', 'کہ', 'برا', 'ھوگا', 'بہت', 'براھوگاپاکستان', 'ٹیسٹ']"
701,1,"['سرجی', 'مسکین', 'لوگ', 'آں', 'اسی', 'ڈان', 'کتھوں', 'ہو', 'گئے']"
702,1,"['تھر', 'میں', 'بچے', 'بھوک', 'پیاس', 'سے', 'مر', 'رہیں', 'ہیں', 'تم', 'کہتے', 'ہو', 'سندھ', 'نہ', 'ڈیسوں']"
703,1,"['سالا', 'چوتیا']"
704,1,"['لاہورپسند', 'کی', 'شادی', 'کرنے', 'والی', 'لڑکیاں', 'پہلے', 'حالات', 'کیوں', 'نہیں', 'سمجھتیں', 'جسٹس', 'قاسم', 'خان']"
705,1,"['جس', 'کام', 'کے', 'بارے', 'میں', 'آپ', 'سوچنا', 'نہیں', 'چھوڑ', 'سکتے', 'اس', 'کام', 'کو', 'پایہ', 'تکمیل', 'تک', 'پہنچانے', 'کیلئے', 'کوشش', 'کرنا', 'بھی', 'نہ', 'چھوڑیئے']"
706,1,"['بھول', 'گے', 'ھیں', 'اسی', 'لیے', 'تو', 'ابھی', 'تک', 'عمل', 'نھی', 'کیا', 'اپنی', 'بات', 'پر']"
707,1,"['دیکھے', 'ہیں', 'بہت', 'ہم', 'نے', 'ہنگام', 'محبت', 'کے', 'آغاز', 'بھی', 'رسوائی', 'انجام', 'بھی', 'رسوائی']"
708,1,"['آج', 'ملنگی', 'بہت', 'اداس', 'ہے']"
709,0,"['مجاہد', 'اعظم', 'مولانا', 'غلام', 'اعظم', 'نے', 'اپنی', 'جوانی', 'سے', 'بڑھا', 'پے', 'تک', 'صبر', 'عزمیت', 'اور', 'مسلسل', 'جدوجہد', 'کی', 'تاریخ', 'رقم', 'کر', 'دی', 'اس']"
710,1,"['جس', 'سے', 'کوئی', 'خطا', 'ہوئی', 'ہو', 'کبھی', 'ہم', 'کو', 'وہ', 'آدمی', 'ملا', 'ہی', 'نہیں']"
711,1,"['حملوں', 'سے', 'خوفزدہ', 'نہیں', 'ہونگے', 'حملہ', 'آور', 'نو', 'مسلم', 'اور', 'واچ', 'لسٹ', 'پر', 'تھا', 'کینیڈین', 'وزیر', 'اعظم']"
712,1,"['گناہ', 'انسانی', 'روح', 'کے', 'لئے', 'زہر', 'کا', 'درجہ', 'رکھتا', 'ہے']"
713,0,"['ہلکی', 'غذا', 'لو', 'سوپ', 'پیو']"
714,1,"['ذرا', 'سی', 'لا', 'پرواہی', 'بہت', 'سب', 'کچھ', 'برباد', 'کر', 'دیتی', 'ہے']"
715,0,"['بادام', 'بیش', 'بہا', 'فوائد', 'کا', 'حامل', 'جسمانی', 'اور', 'دماغی', 'قوت', 'اور', 'قوت', 'حافظہ', 'میں', 'اضافہ', 'کرتا', 'ہے', 'دماغ', 'اور', 'آنکھوں', 'کے', 'لئے', 'بہترین']"
716,2,"['لاہور', 'اجلاس', 'کی', 'صدارت', 'خواجہ', 'حسان', 'نے', 'کی']"
717,1,"['سر', 'جیبائیس', 'توپوں', 'کی', 'سلامی', 'ھے', 'اس', 'عقل', 'پر', 'جو', 'اتنے', 'تجربے', 'ملکی', 'نقصانعمر', 'کے', 'اس', 'حصے', 'کے', 'بحدآگئی', 'آپکے', 'بقولقوم', 'پر', 'یہ', 'احسان', 'ھے']"
718,1,"['وہ', 'چشم', 'فتنہ', 'گر', 'ہے', 'ساقیء', 'میخانہ', 'برسوں', 'سےکہ', 'باہم', 'لڑ', 'رہے', 'ہیں', 'شیشہ', 'و', 'پیمانہ', 'برسوں', 'سےاقبال', 'سہیل']"
719,1,"['پتھرو', 'تمہاری', 'اوقات', 'ھے', 'کیااس', 'شخص', 'کا', 'دل', 'اف', 'توبہ']"
720,0,"['آگیا', 'ماہ', 'محرم', 'بچھ', 'گیا', 'فرش', 'عزا', 'عرش', 'سے', 'انسو', 'بہانے', 'آگئی', 'ہے', 'فاطمہ', 'ع', 'زیادہ', 'سے', 'زیادہ', 'شیئر', 'کریں', 'اور', 'کمینٹ', 'کریں']"
721,0,"['حجر', 'اسودوہ', 'سیاہ', 'پتھر', 'جو', 'بیت', 'اللہ', 'کے', 'جنوب', 'مشرق', 'میں', 'دروازے', 'کی', 'بائیں', 'طرف', 'والے', 'کونے', 'میں', 'باہر', 'کی', 'طرف', 'نصب', 'ہے', 'یہ', 'پتھر', 'جنت', 'سے', 'زمین', 'پر', 'آیا', 'تھا']"
722,0,"['میرے', 'جذبات', 'سے', 'واقف', 'ہے', 'میرا', 'قلمدھرنہ', 'لکھوں', 'ڈرامہ', 'لکھا', 'جاتا', 'ہے']"
723,0,"['اپنے', 'عزیزوں', 'کو', 'نشے', 'کی', 'لعنت', 'سے', 'بچائیں']"
724,1,"['نئے', 'بجلی', 'میٹرز', 'کے', 'حوالے', 'سے', 'خبریں', 'بے', 'بنیاد', 'وزیر', 'اعظم', 'معائنہ', 'کمیشن']"
725,0,"['ڈالر', 'کا', 'کمال', 'ہے', 'جناب']"
726,1,"['ایک', 'چہرے', 'پہ', 'کئی', 'چہرے', 'سجا', 'لیتے', 'ہیں', 'لوگ']"
727,1,"['فلسفہ', 'محبت', 'کی', 'تقریب', 'رونمائی', 'براہ', 'راست', 'نشر', 'کیوں', 'نہیں', 'کی']"
728,1,"['بجلی', 'کی', 'نرخوں', 'میں', 'اضافہ', 'ہم', 'نے', 'نہیں', 'نگران', 'حکومت', 'نے', 'کیا', 'خواجہ', 'آصفتب', 'وزیر', 'بجلی', 'مصدق', 'تھے', 'وہ', 'اس', 'بات', 'پرمیاں', 'ساب', 'کوبہت', 'پسندآئے', 'آج', 'وہ', 'مشیرشریف', 'ہیں']"
729,1,"['ایشیا', 'کا', 'قدیم', 'محمد', 'ن', 'سپورٹنگ', 'کلب', 'مشکلات', 'میں']"
730,0,"['کے', 'اہتمام', 'علماء', 'کا', 'انوکا', 'اجتماع', 'جس', 'میں', 'سنی', 'شیعہبریلوی', 'دیوبند', 'اور', 'اہلحدیث', 'تمام', 'مکاتب', 'فکرکے', 'علماء', 'چھت', 'کے', 'نیچے', 'جمع', 'جگہ', 'باجماعت', 'نمازکی', 'ادائیگی']"
731,1,"['عشق', 'کے', 'روگ', 'مار', 'دیتے', 'ھیں']"
732,1,"['یاسرٹھیک', 'ھے', 'ذوالفقار', 'کے', 'پلے', 'کچھ', 'نہیں', 'ایجڈ', 'بھی', 'ھے', 'فاسٹ', 'بالروں', 'کاتواللہ', 'ھی', 'حافظ', 'ھے']"
733,0,"['مہدی', 'روحانی', 'آیی', 'ایس', 'او', 'المصطفی', 'یونٹ', 'گمبہ', 'سکردو', 'کا', 'واں', 'صدر', 'منتخب']"
734,0,"['آیا', 'نہ', 'ہوگا', 'اسطرح', 'حسن', 'و', 'شباب', 'ریت', 'پر', 'گلشن', 'بتول', 'کے', 'تہے', 'سارے', 'گلاب', 'ریت', 'پر', 'عشق', 'میں', 'کیا', 'لٹائیے', 'عشق', 'میں', 'کیا', 'بچائیے', 'آل', 'نبی', 'نے', 'لکھا', 'سارا', 'نصاب', 'ریت', 'پر']"
735,2,"['سر', 'جی', 'ترجمہ']"
736,0,"['بس', 'پڑوس', 'ملک', 'سے', 'بھی', 'جاننے', 'والے', 'کافی', 'ہیں']"
737,0,"['گلی', 'گلی', 'نگر', 'نگر', 'عمر', 'عمر', 'سیدنا', 'عمر', 'فاروق', 'رضی', 'اللہ', 'تعالی', 'عنہگلی', 'گلی', 'نگر', 'نگر', 'عمر', 'عمر', 'سیدنا', 'عمر', 'فاروق', 'رضی', 'اللہ', 'تعالی', 'عنہ']"
738,2,"['کپتان', 'صاحب', 'وہ', 'جو', 'کے', 'لئے', 'چندہ', 'لیا', 'تھا', 'خدا', 'کے', 'لئے', 'اتنا', 'ہی', 'بتا', 'دو', 'کہ', 'کتنے', 'اسکول', 'بنائے', 'کہاں', 'تک', 'پہنچا', 'چندے', 'سے', 'انقلاب']"
739,0,"['دبئی', 'ٹیسٹ', 'پاکستان', 'نے', 'آسٹریلیا', 'کو', 'رنز', 'کا', 'ہدف', 'دے', 'دیا', 'اسٹریلیا', 'رنز', 'بنا', 'نقصان', 'کے']"
740,0,"['لاہور', 'میرے', 'ہسپتال', 'میں', 'غریبوں', 'کا', 'مفت', 'علاج', 'ہوگا', 'میرا']"
741,0,"['یزید', 'کی', 'وکا', 'لت', 'نہ', 'کیا', 'کر', 'حسین', 'نجات', 'کا', 'سفینہ', 'ہے', 'نظر', 'آتاہے', 'جس', 'میں', 'چہرہ', 'کربلا', 'تو', 'بس', 'اک', 'آئینہ', 'ہے']"
742,0,"['امریکہ', 'میں', 'انگریز', 'سنگر', 'نے', 'پاکستان', 'کے', 'حق', 'اردو', 'زبان', 'میں', 'گانا', 'گا', 'کر', 'پاکستانیوں', 'کے', 'دل', 'جیت', 'لیے']"
743,1,"['عمران', 'نیازی', 'اور', 'ان', 'کے', 'روبوٹس', 'کی', 'ڈکشنری', 'الگ', 'کی', 'جائے', 'ان', 'کی', 'ہر', 'ٹرم', 'کا', 'معنی', 'رائج', 'ڈکشنریوں', 'سے', 'الگ', 'ہے']"
744,0,"['ساڈے', 'پینڈوواں', 'دیاں', 'مانواں', 'شہر', 'وچ', 'آ', 'کے', 'وی', 'اپنے', 'پرانے', 'طریقے', 'نئیں', 'چھڈدیاں', 'چھج', 'نال', 'گندم', 'صاف', 'کر', 'کے', 'پسوانی']"
745,0,"['ہمارا', 'یہ', 'مطالبہ', 'ائینی', 'ہیں', 'خالد', 'مقبول', 'صدیقی']"
746,1,"['ڈانگ', 'بردار', 'پشتون', 'انصافی', 'کی', 'وارننگ', 'شاٹسکے', 'باوجود', 'جتنے', 'بھی', 'دھرنامکینوں', 'سے', 'بات', 'ہوسکی', 'وہ', 'تمام', 'افراد', 'چندہ', 'اکھٹاکرنے', 'کو', 'پر', 'جوش', 'مگر', 'روزی', 'کمانے', 'سے', 'بیزارتھے']"
